"id","jel"
"aer_104_1_5","O"
"aer_104_12_14","O"
"aer_104_2_3","O"
"aer_104_5_45","O"
"aer_104_5_6","O"
"aer_104_6_13","O"
"aer_104_7_11","O"
"aer_104_7_2","O"
"aer_105_1_5","O"
"jep_28_3_5","O"
"jep_28_4_12","O"
"aer_99_3_7","P"
"restud_81_2_9","P"
"aer_100_2_28","P"
"aer_102_3_97","P"
"aer_98_3_18","P"
"aer_99_2_32","P"
"restud_80_3_1","P"
"aejmic_6_3_7","P"
"aer_101_3_45","P"
"aer_101_5_14","P"
"aer_101_7_14","P"
"aer_103_6_8","P"
"aer_99_2_44","P"
"aejapp_2_4_10","P"
"aejapp_5_2_4","P"
"aejapp_5_2_9","P"
"aer_100_1_22","P"
"aer_100_2_83","P"
"aer_101_6_14","P"
"aer_102_4_15","P"
"aer_104_5_99","P"
"jep_27_1_5","P"
"aejapp_1_2_3","P"
"aejapp_5_2_9","P"
"aejapp_5_3_5","P"
"aejmac_2_1_4","P"
"aejmac_2_3_8","P"
"aejmac_3_2_3","P"
"aejmic_3_1_7","P"
"aejmic_3_2_10","P"
"aejmic_5_2_6","P"
"aer_102_3_97","P"
"aer_97_4_20","P"
"aer_99_1_1","P"
"aer_99_4_6","P"
"aejapp_1_2_3","P"
"aejapp_5_3_5","P"
"aejapp_6_4_9","P"
"aejmac_2_1_4","P"
"aejmac_6_3_6","P"
"aejpol_5_3_7","P"
"aer_100_2_19","P"
"aer_101_1_10","P"
"aer_103_6_4","P"
"aejmac_5_3_8","P"
"aejmac_6_3_6","P"
"aer_100_2_19","P"
"aer_101_1_10","P"
"aer_102_6_23","P"
"aer_102_6_24","P"
"aer_103_6_4","P"
"aejpol_1_1_6","Q"
"aejpol_4_1_4","Q"
"aer_100_2_34","Q"
"aer_100_2_35","Q"
"aer_101_1_6","Q"
"aer_101_3_46","Q"
"aer_101_3_48","Q"
"aer_101_6_3","Q"
"aer_102_3_40","Q"
"aer_102_3_42","Q"
"aer_103_3_54","Q"
"aer_103_3_55","Q"
"aer_103_3_56","Q"
"aer_103_6_7","Q"
"aer_104_5_100","Q"
"aer_104_5_98","Q"
"aer_98_2_13","Q"
"aer_98_2_18","Q"
"aer_98_2_2","Q"
"aer_98_2_3","Q"
"aer_98_2_80","Q"
"aer_98_3_23","Q"
"jep_27_1_7","Q"
"jep_28_1_5","Q"
"jep_28_2_12","Q"
"restud_79_4_9","Q"
"restud_80_4_6","Q"
"aejapp_3_4_6","Q"
"aejapp_3_4_7","Q"
"aejapp_4_1_5","Q"
"aejpol_1_1_3","Q"
"aejpol_1_1_6","Q"
"aejpol_1_2_4","Q"
"aejpol_2_3_3","Q"
"aejpol_4_1_3","Q"
"aejpol_4_1_4","Q"
"aejpol_4_4_10","Q"
"aejpol_4_4_5","Q"
"aer_100_2_34","Q"
"aer_100_2_35","Q"
"aer_100_2_36","Q"
"aer_100_2_89","Q"
"aer_101_1_3","Q"
"aer_101_1_5","Q"
"aer_101_1_6","Q"
"aer_101_3_12","Q"
"aer_101_3_46","Q"
"aer_101_3_47","Q"
"aer_101_3_48","Q"
"aer_101_3_82","Q"
"aer_101_3_83","Q"
"aer_101_6_3","Q"
"aer_102_1_21","Q"
"aer_102_1_22","Q"
"aer_102_1_23","Q"
"aer_102_3_41","Q"
"aer_102_5_10","Q"
"aer_102_7_25","Q"
"aer_102_7_26","Q"
"aer_103_3_52","Q"
"aer_103_3_54","Q"
"aer_103_3_55","Q"
"aer_103_3_56","Q"
"aer_103_6_7","Q"
"aer_104_12_9","Q"
"aer_104_5_100","Q"
"aer_104_5_93","Q"
"aer_104_5_94","Q"
"aer_104_5_97","Q"
"aer_104_5_98","Q"
"aer_104_8_8","Q"
"aer_97_1_15","Q"
"aer_98_2_18","Q"
"aer_98_2_4","Q"
"aer_98_3_23","Q"
"aer_99_2_34","Q"
"aer_99_2_35","Q"
"aer_99_2_36","Q"
"aer_99_3_7","Q"
"aer_99_5_2","Q"
"jep_27_1_7","Q"
"jep_27_1_8","Q"
"jep_28_1_4","Q"
"jep_28_1_5","Q"
"jep_28_1_6","Q"
"jep_28_1_7","Q"
"aejapp_1_2_4","Q"
"aejapp_2_3_2","Q"
"aejapp_2_3_3","Q"
"aejapp_3_1_3","Q"
"aejapp_3_4_2","Q"
"aejapp_3_4_6","Q"
"aejapp_3_4_7","Q"
"aejapp_6_1_8","Q"
"aejmac_4_3_3","Q"
"aejmac_5_4_1","Q"
"aejpol_1_2_4","Q"
"aejpol_2_3_3","Q"
"aejpol_4_4_10","Q"
"aejpol_4_4_5","Q"
"aejpol_5_4_4","Q"
"aejpol_6_1_6","Q"
"aer_100_2_34","Q"
"aer_100_2_35","Q"
"aer_100_2_36","Q"
"aer_100_2_62","Q"
"aer_100_2_87","Q"
"aer_100_2_89","Q"
"aer_100_2_90","Q"
"aer_100_2_93","Q"
"aer_100_5_21","Q"
"aer_101_1_4","Q"
"aer_101_1_5","Q"
"aer_101_1_6","Q"
"aer_101_3_11","Q"
"aer_101_3_16","Q"
"aer_101_3_28","Q"
"aer_101_3_42","Q"
"aer_101_3_44","Q"
"aer_101_3_47","Q"
"aer_101_3_48","Q"
"aer_101_3_60","Q"
"aer_101_3_81","Q"
"aer_101_3_82","Q"
"aer_101_3_83","Q"
"aer_101_4_12","Q"
"aer_101_5_1","Q"
"aer_101_6_3","Q"
"aer_102_1_21","Q"
"aer_102_1_22","Q"
"aer_102_1_23","Q"
"aer_102_1_5","Q"
"aer_102_2_13","Q"
"aer_102_3_41","Q"
"aer_102_4_10","Q"
"aer_102_5_5","Q"
"aer_102_7_25","Q"
"aer_102_7_26","Q"
"aer_103_3_51","Q"
"aer_103_3_52","Q"
"aer_103_3_57","Q"
"aer_103_3_64","Q"
"aer_103_5_9","Q"
"aer_103_6_7","Q"
"aer_104_12_9","Q"
"aer_104_5_100","Q"
"aer_104_5_93","Q"
"aer_104_5_94","Q"
"aer_104_5_97","Q"
"aer_104_5_98","Q"
"aer_104_8_8","Q"
"aer_97_1_15","Q"
"aer_98_3_23","Q"
"aer_99_2_31","Q"
"aer_99_2_32","Q"
"aer_99_2_35","Q"
"aer_99_2_36","Q"
"aer_99_3_21","Q"
"aer_99_3_7","Q"
"aer_99_5_2","Q"
"aer_99_5_9","Q"
"jep_27_1_8","Q"
"jep_28_1_4","Q"
"jep_28_1_7","Q"
"restud_81_2_2","Q"
"aejapp_1_1_10","Q"
"aejapp_2_3_2","Q"
"aejapp_2_3_3","Q"
"aejapp_2_3_7","Q"
"aejapp_3_1_3","Q"
"aejapp_3_4_2","Q"
"aejapp_3_4_7","Q"
"aejapp_5_3_1","Q"
"aejapp_6_1_8","Q"
"aejapp_6_2_2","Q"
"aejmac_4_3_3","Q"
"aejmac_5_1_2","Q"
"aejmac_5_4_1","Q"
"aejmic_4_4_6","Q"
"aejmic_5_1_1","Q"
"aejpol_4_4_5","Q"
"aejpol_5_2_1","Q"
"aejpol_5_4_3","Q"
"aejpol_5_4_4","Q"
"aejpol_6_1_6","Q"
"aejpol_6_3_1","Q"
"aer_100_1_2","Q"
"aer_100_2_27","Q"
"aer_100_2_34","Q"
"aer_100_2_36","Q"
"aer_100_2_87","Q"
"aer_100_2_88","Q"
"aer_100_2_89","Q"
"aer_100_2_90","Q"
"aer_100_3_7","Q"
"aer_100_4_10","Q"
"aer_101_1_4","Q"
"aer_101_1_5","Q"
"aer_101_1_6","Q"
"aer_101_3_15","Q"
"aer_101_3_18","Q"
"aer_101_3_20","Q"
"aer_101_3_42","Q"
"aer_101_3_44","Q"
"aer_101_3_45","Q"
"aer_101_3_82","Q"
"aer_101_3_83","Q"
"aer_101_5_1","Q"
"aer_101_6_13","Q"
"aer_101_6_3","Q"
"aer_101_7_11","Q"
"aer_102_1_5","Q"
"aer_102_2_13","Q"
"aer_102_3_66","Q"
"aer_102_4_10","Q"
"aer_102_5_5","Q"
"aer_102_7_21","Q"
"aer_102_7_25","Q"
"aer_102_7_26","Q"
"aer_103_3_51","Q"
"aer_103_3_52","Q"
"aer_103_3_57","Q"
"aer_103_3_58","Q"
"aer_103_3_64","Q"
"aer_103_6_7","Q"
"aer_104_10_3","Q"
"aer_104_10_4","Q"
"aer_104_5_48","Q"
"aer_104_5_93","Q"
"aer_104_5_94","Q"
"aer_104_5_95","Q"
"aer_104_5_96","Q"
"aer_104_5_98","Q"
"aer_104_8_8","Q"
"aer_97_1_15","Q"
"aer_98_2_5","Q"
"aer_98_3_11","Q"
"aer_98_3_23","Q"
"aer_99_2_32","Q"
"aer_99_2_45","Q"
"aer_99_3_21","Q"
"aer_99_3_7","Q"
"jep_27_1_6","Q"
"jep_27_1_8","Q"
"jep_28_1_4","Q"
"restud_80_3_11","Q"
"restud_81_2_2","Q"
"aejapp_1_1_10","Q"
"aejapp_2_3_7","Q"
"aejapp_3_1_10","Q"
"aejapp_3_4_2","Q"
"aejapp_4_4_8","Q"
"aejapp_5_2_8","Q"
"aejapp_5_3_6","Q"
"aejapp_6_1_8","Q"
"aejapp_6_2_2","Q"
"aejapp_6_3_9","Q"
"aejmac_5_1_2","Q"
"aejpol_3_3_2","Q"
"aejpol_5_2_1","Q"
"aejpol_5_4_3","Q"
"aejpol_5_4_4","Q"
"aejpol_6_3_1","Q"
"aejpol_6_3_7","Q"
"aejpol_6_4_7","Q"
"aer_100_2_36","Q"
"aer_100_2_88","Q"
"aer_100_2_90","Q"
"aer_100_3_1","Q"
"aer_100_3_7","Q"
"aer_101_1_6","Q"
"aer_101_3_13","Q"
"aer_101_3_20","Q"
"aer_101_3_26","Q"
"aer_101_3_27","Q"
"aer_101_3_45","Q"
"aer_101_3_82","Q"
"aer_101_3_83","Q"
"aer_101_6_13","Q"
"aer_102_1_5","Q"
"aer_102_4_10","Q"
"aer_102_5_13","Q"
"aer_102_7_21","Q"
"aer_102_7_25","Q"
"aer_102_7_26","Q"
"aer_103_3_51","Q"
"aer_103_3_52","Q"
"aer_103_3_53","Q"
"aer_103_3_58","Q"
"aer_103_3_59","Q"
"aer_103_3_90","Q"
"aer_104_10_4","Q"
"aer_104_2_6","Q"
"aer_104_3_4","Q"
"aer_104_4_12","Q"
"aer_104_5_28","Q"
"aer_104_5_48","Q"
"aer_104_5_49","Q"
"aer_104_5_95","Q"
"aer_104_5_96","Q"
"aer_104_5_99","Q"
"aer_104_6_6","Q"
"aer_104_8_8","Q"
"aer_104_9_10","Q"
"aer_105_1_13","Q"
"aer_105_1_14","Q"
"aer_97_5_20","Q"
"aer_98_2_6","Q"
"aer_98_3_16","Q"
"aer_99_2_32","Q"
"aer_99_2_33","Q"
"aer_99_3_7","Q"
"aer_99_4_5","Q"
"aer_99_5_22","Q"
"jep_27_1_5","Q"
"jep_27_1_6","Q"
"aejapp_2_3_7","Q"
"aejapp_3_4_2","Q"
"aejapp_4_3_3","Q"
"aejapp_4_4_8","Q"
"aejapp_5_2_8","Q"
"aejapp_5_3_6","Q"
"aejapp_6_2_2","Q"
"aejapp_6_3_4","Q"
"aejmac_6_2_7","Q"
"aejmac_6_4_1","Q"
"aejpol_2_4_3","Q"
"aejpol_4_3_3","Q"
"aejpol_4_4_3","Q"
"aejpol_5_4_3","Q"
"aejpol_5_4_4","Q"
"aejpol_6_3_7","Q"
"aejpol_6_4_10","Q"
"aejpol_6_4_7","Q"
"aer_102_1_5","Q"
"aer_102_7_21","Q"
"aer_103_3_52","Q"
"aer_103_3_53","Q"
"aer_103_6_6","Q"
"aer_104_3_8","Q"
"aer_104_4_12","Q"
"aer_104_5_28","Q"
"aer_104_5_48","Q"
"aer_104_5_49","Q"
"aer_104_5_96","Q"
"aer_104_5_99","Q"
"aer_104_6_6","Q"
"aer_104_6_7","Q"
"aer_104_6_8","Q"
"aer_104_9_10","Q"
"aer_105_1_13","Q"
"aer_105_1_14","Q"
"aer_99_2_33","Q"
"aer_99_5_22","Q"
"jep_27_1_6","Q"
"aejapp_3_4_2","Q"
"aejapp_4_3_3","Q"
"aejapp_5_1_4","Q"
"aejapp_6_3_4","Q"
"aejmac_6_2_7","Q"
"aejmac_6_4_1","Q"
"aejpol_2_4_3","Q"
"aejpol_4_3_3","Q"
"aejpol_5_4_10","Q"
"aejpol_5_4_4","Q"
"aer_104_4_10","Q"
"aer_104_5_49","Q"
"aer_104_5_96","Q"
"aer_104_5_99","Q"
"aer_104_6_7","Q"
"aer_105_1_13","Q"
"aer_105_1_14","Q"
"aejpol_5_2_11","R"
"aejpol_5_3_4","R"
"aejpol_5_4_6","R"
"aer_100_2_72","R"
"aer_100_2_73","R"
"aer_100_2_74","R"
"aer_101_5_19","R"
"aer_101_6_11","R"
"aer_102_3_20","R"
"aer_102_3_21","R"
"aer_102_3_22","R"
"aer_103_3_3","R"
"aer_104_2_12","R"
"aer_104_8_10","R"
"aer_97_1_8","R"
"aer_99_4_25","R"
"aer_99_4_26","R"
"restud_80_3_13","R"
"restud_82_1_8","R"
"aejmac_3_1_8","R"
"aejmic_6_1_7","R"
"aejpol_5_2_10","R"
"aejpol_5_2_11","R"
"aejpol_5_4_6","R"
"aer_100_2_71","R"
"aer_100_2_72","R"
"aer_100_2_73","R"
"aer_100_2_74","R"
"aer_100_2_92","R"
"aer_100_3_16","R"
"aer_101_3_14","R"
"aer_101_3_19","R"
"aer_101_5_15","R"
"aer_101_5_16","R"
"aer_101_5_19","R"
"aer_101_6_11","R"
"aer_102_2_7","R"
"aer_102_3_20","R"
"aer_102_3_21","R"
"aer_102_3_22","R"
"aer_102_3_40","R"
"aer_102_3_9","R"
"aer_103_3_3","R"
"aer_103_3_39","R"
"aer_104_12_7","R"
"aer_104_2_12","R"
"aer_104_4_4","R"
"aer_104_5_10","R"
"aer_104_5_11","R"
"aer_97_1_8","R"
"aer_98_1_18","R"
"aer_98_2_51","R"
"aer_98_2_6","R"
"aer_98_3_22","R"
"aer_98_5_2","R"
"aer_99_1_20","R"
"aer_99_2_67","R"
"aer_99_2_94","R"
"aer_99_3_1","R"
"aer_99_3_6","R"
"aer_99_4_25","R"
"aer_99_4_26","R"
"aer_99_5_21","R"
"jep_28_4_3","R"
"restud_80_3_13","R"
"restud_81_2_6","R"
"restud_82_1_8","R"
"aejapp_2_4_8","R"
"aejapp_3_2_3","R"
"aejapp_3_3_3","R"
"aejapp_4_1_5","R"
"aejapp_5_2_7","R"
"aejapp_6_3_8","R"
"aejmac_3_1_6","R"
"aejmac_3_1_8","R"
"aejmic_1_1_4","R"
"aejmic_5_2_5","R"
"aejmic_6_1_7","R"
"aejpol_1_1_3","R"
"aejpol_3_1_1","R"
"aejpol_3_3_4","R"
"aejpol_4_1_3","R"
"aejpol_4_1_4","R"
"aejpol_5_1_5","R"
"aejpol_5_2_10","R"
"aejpol_5_4_6","R"
"aejpol_6_1_4","R"
"aejpol_6_2_8","R"
"aer_100_2_71","R"
"aer_100_2_73","R"
"aer_100_2_74","R"
"aer_100_2_92","R"
"aer_100_3_9","R"
"aer_100_5_8","R"
"aer_101_3_66","R"
"aer_101_5_19","R"
"aer_101_6_12","R"
"aer_102_1_9","R"
"aer_102_2_7","R"
"aer_102_3_20","R"
"aer_102_3_21","R"
"aer_102_3_22","R"
"aer_102_6_1","R"
"aer_103_3_37","R"
"aer_103_3_39","R"
"aer_103_5_1","R"
"aer_104_12_7","R"
"aer_104_2_12","R"
"aer_104_4_4","R"
"aer_104_5_10","R"
"aer_104_5_11","R"
"aer_104_5_13","R"
"aer_96_4_20","R"
"aer_97_5_19","R"
"aer_98_2_4","R"
"aer_98_2_5","R"
"aer_98_2_84","R"
"aer_98_3_22","R"
"aer_98_5_2","R"
"aer_99_2_21","R"
"aer_99_2_67","R"
"aer_99_3_6","R"
"aer_99_4_25","R"
"aer_99_4_26","R"
"aer_99_5_8","R"
"restud_79_4_10","R"
"restud_79_4_5","R"
"restud_81_2_6","R"
"aejapp_2_1_7","R"
"aejapp_5_1_9","R"
"aejapp_6_1_5","R"
"aejapp_6_3_8","R"
"aejmic_5_3_6","R"
"aejmic_6_1_7","R"
"aejpol_3_2_6","R"
"aejpol_4_1_3","R"
"aejpol_4_3_5","R"
"aejpol_4_4_10","R"
"aejpol_4_4_8","R"
"aejpol_5_1_5","R"
"aejpol_5_2_10","R"
"aejpol_5_2_5","R"
"aejpol_5_4_6","R"
"aejpol_6_4_1","R"
"aer_100_1_23","R"
"aer_100_2_62","R"
"aer_100_2_73","R"
"aer_100_2_99","R"
"aer_100_3_19","R"
"aer_100_3_9","R"
"aer_100_5_21","R"
"aer_100_5_3","R"
"aer_101_3_65","R"
"aer_101_3_66","R"
"aer_101_5_14","R"
"aer_101_7_6","R"
"aer_102_1_18","R"
"aer_102_1_9","R"
"aer_102_3_91","R"
"aer_103_2_11","R"
"aer_103_3_36","R"
"aer_103_6_8","R"
"aer_104_10_2","R"
"aer_104_4_4","R"
"aer_104_5_10","R"
"aer_104_5_12","R"
"aer_104_5_13","R"
"aer_104_6_12","R"
"aer_104_9_6","R"
"aer_104_9_8","R"
"aer_96_4_20","R"
"aer_98_5_3","R"
"aer_99_2_42","R"
"aer_99_3_6","R"
"aer_99_5_17","R"
"restud_79_4_5","R"
"restud_81_3_5","R"
"aejapp_2_1_2","R"
"aejapp_3_1_3","R"
"aejapp_3_3_6","R"
"aejapp_4_1_4","R"
"aejapp_5_1_3","R"
"aejapp_5_1_9","R"
"aejapp_5_3_1","R"
"aejapp_5_4_5","R"
"aejapp_6_1_9","R"
"aejapp_6_3_2","R"
"aejmac_2_2_5","R"
"aejmic_2_4_7","R"
"aejmic_6_1_7","R"
"aejpol_4_3_9","R"
"aejpol_5_2_5","R"
"aejpol_5_3_10","R"
"aejpol_5_3_9","R"
"aejpol_5_4_2","R"
"aejpol_6_4_1","R"
"aer_100_3_19","R"
"aer_101_3_64","R"
"aer_101_3_65","R"
"aer_101_5_14","R"
"aer_102_1_18","R"
"aer_102_5_5","R"
"aer_103_2_11","R"
"aer_103_3_36","R"
"aer_103_5_3","R"
"aer_103_6_10","R"
"aer_103_6_8","R"
"aer_104_5_12","R"
"aer_99_2_3","R"
"aer_99_2_41","R"
"aer_99_2_42","R"
"jep_27_4_10","R"
"jep_28_3_7","R"
"restud_79_1_4","R"
"restud_81_2_2","R"
"aejapp_2_4_5","R"
"aejapp_3_1_10","R"
"aejapp_4_1_4","R"
"aejapp_5_1_3","R"
"aejapp_5_1_9","R"
"aejapp_5_4_4","R"
"aejapp_6_2_8","R"
"aejmic_2_4_7","R"
"aejmic_5_2_6","R"
"aejmic_6_1_7","R"
"aejpol_4_3_4","R"
"aejpol_5_2_1","R"
"aejpol_6_3_1","R"
"aejpol_6_4_4","R"
"aer_101_3_65","R"
"aer_101_3_67","R"
"aer_101_7_8","R"
"aer_102_1_14","R"
"aer_102_3_97","R"
"aer_102_5_13","R"
"aer_103_3_58","R"
"aer_103_6_10","R"
"aer_103_6_3","R"
"aer_103_6_8","R"
"aer_104_4_5","R"
"aer_104_6_1","R"
"aer_104_6_2","R"
"aer_104_7_4","R"
"aer_104_8_7","R"
"aer_96_4_2","R"
"jep_27_4_10","R"
"restud_79_1_4","R"
"aejapp_3_2_2","R"
"aejmac_2_1_6","R"
"aejmac_6_3_1","R"
"aejpol_4_1_2","R"
"aejpol_6_3_1","R"
"aer_101_3_67","R"
"aer_102_4_2","R"
"aer_103_3_17","R"
"aer_103_3_38","R"
"aer_103_3_58","R"
"aer_103_6_3","R"
"aer_104_3_2","R"
"aer_104_3_8","R"
"aer_104_4_5","R"
"aer_104_4_7","R"
"aer_104_9_7","R"
"jep_27_4_10","R"
"aejapp_1_1_1","Y"
"aejmac_1_1_1","Y"
"aejmic_1_1_1","Y"
"aejpol_1_1_1","Y"
"aer_100_2_1","Y"
"aer_100_2_2","Y"
"aer_101_3_1","Y"
"aer_102_3_1","Y"
"aer_102_3_2","Y"
"aer_103_3_1","Y"
"aer_103_3_2","Y"
"aer_104_5_1","Y"
"aer_104_5_2","Y"
"aer_98_2_100","Y"
"aer_98_2_94","Y"
"aer_98_2_95","Y"
"aer_98_2_96","Y"
"aer_98_2_97","Y"
"aer_98_2_98","Y"
"aer_98_2_99","Y"
"aer_98_3_29","Y"
"aer_99_2_1","Y"
"aer_99_2_2","Y"
"jep_27_1_11","Y"
"jep_27_2_12","Y"
"jep_27_3_12","Y"
"jep_27_4_11","Y"
"jep_28_1_11","Y"
"jep_28_2_11","Y"
"jep_28_2_13","Y"
"jep_28_3_14","Y"
"jep_28_4_11","Y"
"aejmic_3_2_6","Z"
"aer_101_3_93","Z"
"aer_102_3_49","Z"
"aer_98_1_21","Z"
"aejpol_3_1_6","Z"
"aejpol_5_3_8","Z"
"aer_101_3_37","Z"
"aer_101_3_39","Z"
"aer_101_3_40","Z"
"aer_101_3_91","Z"
"aer_101_4_16","Z"
"aer_103_3_91","Z"
"aer_96_5_8","Z"
"aer_97_3_14","Z"
"aer_97_4_11","Z"
"aer_97_4_18","Z"
"aer_99_1_11","Z"
"aer_99_3_19","Z"
"aer_99_4_23","Z"
"aejapp_1_3_4","Z"
"aejapp_1_4_1","Z"
"aejapp_4_2_7","Z"
"aejapp_5_3_9","Z"
"aejmic_1_1_7","Z"
"aejmic_2_1_7","Z"
"aejmic_2_4_4","Z"
"aejmic_4_3_3","Z"
"aejmic_4_3_5","Z"
"aejmic_4_3_6","Z"
"aejmic_5_2_7","Z"
"aejmic_5_2_8","Z"
"aejmic_6_3_9","Z"
"aejpol_5_2_8","Z"
"aejpol_6_3_3","Z"
"aer_100_1_28","Z"
"aer_100_2_28","Z"
"aer_100_4_6","Z"
"aer_101_3_12","Z"
"aer_101_3_58","Z"
"aer_101_4_7","Z"
"aer_101_7_13","Z"
"aer_102_4_11","Z"
"aer_104_6_14","Z"
"aer_98_1_10","Z"
"aer_98_2_14","Z"
"aer_98_2_82","Z"
"aer_98_4_3","Z"
"aer_99_1_16","Z"
"aer_99_1_22","Z"
"aer_99_5_26","Z"
"aer_99_5_29","Z"
"jep_28_4_3","Z"
"restud_81_2_9","Z"
"aejapp_1_3_4","Z"
"aejapp_2_2_10","Z"
"aejapp_2_4_6","Z"
"aejapp_3_3_9","Z"
"aejapp_4_2_10","Z"
"aejapp_4_2_5","Z"
"aejapp_6_2_7","Z"
"aejmac_1_1_6","Z"
"aejmic_2_1_5","Z"
"aejmic_3_1_10","Z"
"aejmic_4_1_2","Z"
"aejmic_4_1_4","Z"
"aejmic_4_1_5","Z"
"aejmic_4_3_5","Z"
"aejmic_4_4_5","Z"
"aer_100_1_21","Z"
"aer_100_2_23","Z"
"aer_100_2_60","Z"
"aer_100_3_12","Z"
"aer_100_4_16","Z"
"aer_100_4_25","Z"
"aer_101_3_31","Z"
"aer_101_3_51","Z"
"aer_101_3_94","Z"
"aer_102_4_8","Z"
"aer_102_5_4","Z"
"aer_102_7_18","Z"
"aer_103_1_19","Z"
"aer_103_3_12","Z"
"aer_104_1_12","Z"
"aer_104_4_9","Z"
"aer_104_6_9","Z"
"aer_96_4_13","Z"
"aer_96_5_10","Z"
"aer_96_5_23","Z"
"aer_97_3_21","Z"
"aer_97_5_1","Z"
"aer_98_1_12","Z"
"aer_98_2_62","Z"
"aer_98_2_84","Z"
"aer_98_4_10","Z"
"aer_99_3_17","Z"
"aer_99_5_9","Z"
"jep_28_4_1","Z"
"restud_80_4_1","Z"
"aejapp_2_1_7","Z"
"aejapp_2_4_10","Z"
"aejapp_3_4_3","Z"
"aejapp_4_4_1","Z"
"aejapp_5_1_2","Z"
"aejmac_1_1_7","Z"
"aejmic_5_2_2","Z"
"aejpol_3_2_6","Z"
"aejpol_4_4_6","Z"
"aer_100_2_29","Z"
"aer_100_2_30","Z"
"aer_100_4_19","Z"
"aer_100_5_9","Z"
"aer_101_3_92","Z"
"aer_101_5_8","Z"
"aer_102_5_1","Z"
"aer_103_3_47","Z"
"aer_103_3_63","Z"
"aer_103_3_93","Z"
"aer_103_6_12","Z"
"aer_104_1_6","Z"
"aer_104_1_7","Z"
"aer_104_6_12","Z"
"restud_79_2_8","Z"
"aejmac_2_3_8","Z"
"aejpol_5_3_3","Z"
"aer_100_2_26","Z"
"aer_100_2_30","Z"
"aer_100_3_11","Z"
"aer_100_5_5","Z"
"aer_101_5_8","Z"
"aer_103_1_1","Z"
"aer_103_2_5","Z"
"aer_103_3_11","Z"
"aer_104_7_6","Z"
"aejapp_2_1_3","Z"
"aejapp_3_1_10","Z"
"aejapp_5_3_5","Z"
"aejmac_2_3_8","Z"
"aejpol_5_3_7","Z"
"aer_102_1_14","Z"
"aer_103_1_16","Z"
"aer_103_3_10","Z"
"aer_104_3_6","Z"
"jep_28_4_5","Z"
"aer_96_4_8","03"
"aer_96_4_8","03"
"aejapp_1_2_7","A1"
"aejapp_5_3_4","A1"
"aejmac_1_1_11","A1"
"aejmic_3_4_4","A1"
"aejmic_4_4_7","A1"
"aer_100_2_67","A1"
"aer_100_2_68","A1"
"aer_101_1_2","A1"
"aer_101_3_30","A1"
"aer_101_3_31","A1"
"aer_101_3_32","A1"
"aer_101_3_86","A1"
"aer_101_4_4","A1"
"aer_103_1_17","A1"
"aer_103_1_19","A1"
"aer_104_1_5","A1"
"aer_96_4_16","A1"
"jep_27_2_9","A1"
"jep_27_4_7","A1"
"jep_27_4_8","A1"
"jep_28_1_10","A1"
"jep_28_3_11","A1"
"jep_28_3_8","A1"
"jep_28_3_9","A1"
"aer_101_3_32","A1"
"aer_101_3_32","A1"
"aer_100_2_53","A2"
"aer_100_2_55","A2"
"aer_100_2_56","A2"
"aer_101_3_29","A2"
"aer_101_3_33","A2"
"aer_103_6_5","A2"
"aer_98_2_91","A2"
"aer_98_2_92","A2"
"jep_28_3_10","A2"
"aer_101_3_33","A2"
"aer_98_2_90","A2"
"aer_101_3_33","A2"
"aer_101_3_33","A2"
"aer_101_3_33","A2"
"aer_101_1_1","B1"
"aer_101_1_2","B1"
"aer_101_3_31","B1"
"aer_102_4_1","B2"
"jep_28_2_10","B2"
"aer_101_1_1","B2"
"aer_101_1_2","B2"
"aer_100_3_1","B3"
"aer_101_1_4","B3"
"aer_103_3_7","B3"
"aer_103_3_8","B3"
"aer_103_3_9","B3"
"aer_98_2_93","B3"
"jep_27_3_11","B3"
"jep_27_4_6","B3"
"jep_28_2_7","B3"
"jep_28_3_4","B3"
"aer_101_3_31","B3"
"aejmic_1_2_3","B4"
"aer_101_2_12","B4"
"aer_104_8_2","B4"
"aer_102_4_1","B4"
"jep_27_4_7","B4"
"jep_27_4_8","B4"
"aejmac_6_3_5","B5"
"restud_81_2_4","C0"
"restud_80_2_5","C1"
"aejmac_3_3_3","C1"
"aer_101_3_99","C1"
"restud_79_3_3","C1"
"restud_79_3_7","C1"
"restud_80_3_3","C1"
"restud_81_3_1","C1"
"restud_81_4_9","C1"
"restud_82_1_5","C1"
"restud_79_3_3","C1"
"aer_102_4_1","C1"
"restud_80_3_3","C1"
"restud_81_3_11","C1"
"restud_80_2_2","C1"
"restud_81_3_11","C1"
"restud_79_1_8","C1"
"aejapp_4_2_1","C2"
"aejpol_5_4_2","C2"
"aer_101_3_100","C2"
"aer_101_3_98","C2"
"aer_103_3_95","C2"
"aer_103_3_96","C2"
"aer_103_3_97","C2"
"aer_104_5_33","C2"
"aer_104_5_36","C2"
"aer_98_2_57","C2"
"aer_98_2_58","C2"
"aer_98_2_59","C2"
"restud_79_3_5","C2"
"restud_80_1_11","C2"
"restud_81_3_11","C2"
"restud_79_3_7","C2"
"restud_81_4_9","C2"
"restud_79_2_3","C2"
"restud_79_3_3","C2"
"restud_79_3_7","C2"
"restud_80_4_2","C2"
"aejpol_4_2_1","C3"
"aejpol_4_2_4","C3"
"aer_97_3_23","C3"
"aer_98_2_41","C3"
"aer_99_4_22","C3"
"aer_103_3_97","C3"
"aer_104_5_33","C3"
